alt_text,brand,image_path,image_url,is_base64,link,price,title
Tênis Fila Masculino Street Fit Resistênte Confortável,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$295,45",Tênis Fila Masculino Street Fit Resistênte Confortável
Tênis Masculino Corrida Olympikus Volta Eleva Pro Max,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$309,16",Tênis Masculino Corrida Olympikus Volta Eleva Pro Max
Tênis Masculino Polo Miami Leve E Macio Lançamento Barato.,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$48,82",Tênis Masculino Polo Miami Leve E Macio Lançamento Barato.
Tênis Para Crossfit - Mvp 4x4 Preto Camuflado,MVP FITNESS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$402,48",Tênis Para Crossfit - Mvp 4x4 Preto Camuflado
Tênis Zex 2 Olympikus Esportivo Academia Evasense Corrida,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$197,13",Tênis Zex 2 Olympikus Esportivo Academia Evasense Corrida
Tênis Olympikus Leve Conex Masculino Casual Treino Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$183,33",Tênis Olympikus Leve Conex Masculino Casual Treino Original
Tênis Masculino Leve Para Corrida Amortecedor Bom E Barato,RAINHA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$162,37",Tênis Masculino Leve Para Corrida Amortecedor Bom E Barato
Tênis Casual Masculino Barreda Com Forro Têxtil adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$253,91",Tênis Casual Masculino Barreda Com Forro Têxtil adidas
Sapatilha Cardume Aquática Esportes Praia Pesca Seca Rápido,CARDUME,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$74,07",Sapatilha Cardume Aquática Esportes Praia Pesca Seca Rápido
Tênis Masculino Mc Sports Gel Academia Confortável Gr,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$74,16",Tênis Masculino Mc Sports Gel Academia Confortável Gr
Tenis Olympikus Dynamic Masculino,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$277,98",Tenis Olympikus Dynamic Masculino
Tenis Masculino Botinha Feminina Casual Para Treino Academia,OLDSEN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$69,90",Tenis Masculino Botinha Feminina Casual Para Treino Academia
Tenis Olympikus Perfect Masculino Evasense Original Macio,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$228,44",Tenis Olympikus Perfect Masculino Evasense Original Macio
Tênis Para Crossfit  - Mvp 4x4 Military Black White,MVP FITNESS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$408,07",Tênis Para Crossfit  - Mvp 4x4 Military Black White
Tênis Under Armour Training Tribase Cross 2 Corrida Original,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$485,83",Tênis Under Armour Training Tribase Cross 2 Corrida Original
Tênis De Corrida Masculino Charged Starlight Se Under Armour,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$229,99",Tênis De Corrida Masculino Charged Starlight Se Under Armour
Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$241,99",Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness
Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato,NEW BALANCE,images\Tênis-33-A-43-Original-Corrida-Treino-Macio-Leve-N_9c3fa724.webp,https://http2.mlstatic.com/D_Q_NP_2X_951459-MLB83902387837_042025-E-tnis-33-a-43-original-corrida-treino-macio-leve-novo-barato.webp,False,,"R$99,99",Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato
Tênis Asics Revelation Esportivo Corrida Original Envio Full,ASICS,images\Tênis-Asics-Revelation-Esportivo-Corrida-Original-_890a3cee.webp,https://http2.mlstatic.com/D_Q_NP_2X_656087-MLB83081442134_032025-E-tnis-asics-revelation-esportivo-corrida-original-envio-full.webp,False,,"R$99,90",Tênis Asics Revelation Esportivo Corrida Original Envio Full
Olympikus Giro Masculino Marinho Adultos,OLYMPIKUS,images\Olympikus-Giro-Masculino-Marinho-Adultos_af2fc521.webp,https://http2.mlstatic.com/D_Q_NP_2X_976521-MLB84803538573_052025-E-olympikus-giro-masculino-marinho-adultos.webp,False,,"R$212,72",Olympikus Giro Masculino Marinho Adultos
Tênis De Corrida Masculino Charged Starlight Se Under Armour,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$229,99",Tênis De Corrida Masculino Charged Starlight Se Under Armour
Tênis Feminino Duramo Speed 2 adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$424,99",Tênis Feminino Duramo Speed 2 adidas
Tênis Masculino Fila Progress Lite Mesh - Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$274,21",Tênis Masculino Fila Progress Lite Mesh - Original
Tênis Masculino Fila Recovery Academia Corrida Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$299,92",Tênis Masculino Fila Recovery Academia Corrida Original
Tênis Masculino Esportivo Leve Conforto Original,ADRUN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$128,97",Tênis Masculino Esportivo Leve Conforto Original
Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$215,84",Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original
Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov
Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção
Tênis Esportivo Masculino Caminhada Treino Leve Confortável,RUNWAY,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$93,15",Tênis Esportivo Masculino Caminhada Treino Leve Confortável
Tenis Olympikus Rua Masculino Esportivo Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$249,20",Tenis Olympikus Rua Masculino Esportivo Original
Tênis De Corrida Masculino Switch Move adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$321,99",Tênis De Corrida Masculino Switch Move adidas
Tenis Olympikus Intuit Casual Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$247,50",Tenis Olympikus Intuit Casual Original
Tênis Esportivo Masculino Caminhada E Atividades Físicas,LORENZZO LOPEZ,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$54,59",Tênis Esportivo Masculino Caminhada E Atividades Físicas
Tênis Trail Running Corrida Escalada Confortável Lançamento ,GERAL,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$165,89",Tênis Trail Running Corrida Escalada Confortável Lançamento 
Tenis Masculino Academia Corrida Casual Uso Diario Laranja,REIG,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$59,25",Tenis Masculino Academia Corrida Casual Uso Diario Laranja
Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$133,91",Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio
Tenis Olympikus Rua Masculino Esportivo Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$249,20",Tenis Olympikus Rua Masculino Esportivo Original
Tênis Masculino  Olympikus Circuito De Corrida Eleva+,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$307,42",Tênis Masculino  Olympikus Circuito De Corrida Eleva+
Tênis Olympikus Reverso 2 Bege E Marinho,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$356,11",Tênis Olympikus Reverso 2 Bege E Marinho
Tênis Masculino Prospect Fly Academia Esporte Corrida Leve,PROSPECT,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$49,62",Tênis Masculino Prospect Fly Academia Esporte Corrida Leve
Tenis Olympikus Conex Masculino Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$195,50",Tenis Olympikus Conex Masculino Original
Tênis Olympikus Vibração Masculino,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$169,90",Tênis Olympikus Vibração Masculino
Tênis De Corrida Masculino Response Super adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$371,99",Tênis De Corrida Masculino Response Super adidas
Tênis Esportivo Sapatilha Aquática Academia Treinos Corrida,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$45,90",Tênis Esportivo Sapatilha Aquática Academia Treinos Corrida
Tênis Olympikus Pride 3 Preto E Cinza,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$310,11",Tênis Olympikus Pride 3 Preto E Cinza
Tênis Mvp Para Crossfit - 3x3 All Black,MVP FITNESS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$322,15",Tênis Mvp Para Crossfit - 3x3 All Black
Tenis Esportivo Ds Go Ahead Estilo Leve Confortavel,D.S.,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$57,35",Tenis Esportivo Ds Go Ahead Estilo Leve Confortavel
Tênis De Corrida Masculino Wave Way 5 Em Tecido Knit Mizuno,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$312,99",Tênis De Corrida Masculino Wave Way 5 Em Tecido Knit Mizuno
Kit Tenis Masculino + Relogio Academia Corrida Treino Macio,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$57,59",Kit Tenis Masculino + Relogio Academia Corrida Treino Macio
Tênis Masculino Progress Lite Fila,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$229,99",Tênis Masculino Progress Lite Fila
Tênis Speed Cross   Bike Masculino Bicicleta  Camping Trilha,GERAL,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$173,74",Tênis Speed Cross   Bike Masculino Bicicleta  Camping Trilha
Tênis Masculino Float Maxxi 2 Fila,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$524,92",Tênis Masculino Float Maxxi 2 Fila
Tenis Masculino Academia Corrida Caminhada Leve Barato,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$59,41",Tenis Masculino Academia Corrida Caminhada Leve Barato
Tênis Masculino Esportivo Leve Confortável Original,ADRUN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$115,34",Tênis Masculino Esportivo Leve Confortável Original
Fila Recovery Masculino Cinza Adultos,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$335,91",Fila Recovery Masculino Cinza Adultos
Tênis Masculino Climber Pro 2.0 Crossfit Treino Original,EVERLAST,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$306,94",Tênis Masculino Climber Pro 2.0 Crossfit Treino Original
Tênis Olympikus Subverse,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$313,65",Tênis Olympikus Subverse
Tênis Fila Racer Speedzone Masculino,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$539,10",Tênis Fila Racer Speedzone Masculino
Tênis Olympikus Masculino Versa,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$243,37",Tênis Olympikus Masculino Versa
Tênis Olympikus Asfalto Academia Masculino Padrão Corrida,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$271,50",Tênis Olympikus Asfalto Academia Masculino Padrão Corrida
Tênis Olympikus Veloz 3 Esportivo Masculino Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$299,25",Tênis Olympikus Veloz 3 Esportivo Masculino Original
Tenis Para Corrida Confortavel Mais Equilibrio Fila Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$220,49",Tenis Para Corrida Confortavel Mais Equilibrio Fila Original
Tênis Olympikus Orbita,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$192,36",Tênis Olympikus Orbita
Tênis Para Treino Academia Caminhada Corrida Tryd 7000 Leve,TRYD,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$103,29",Tênis Para Treino Academia Caminhada Corrida Tryd 7000 Leve
Tênis Trail Running Para Trilha Ciclismo Corrida Escalada,GERAL,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$171,07",Tênis Trail Running Para Trilha Ciclismo Corrida Escalada
Tênis adidas Duramo Rc Cinza,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$273,35",Tênis adidas Duramo Rc Cinza
Tênis Masculino Mizuno Cool Ride 2 Academia Treino Conforto ,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$227,99",Tênis Masculino Mizuno Cool Ride 2 Academia Treino Conforto 
Fila KR6 Masculino Adultos,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$373,99",Fila KR6 Masculino Adultos
Fila Float Maxxi 2 Pro Masculino Adultos,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,R$640,Fila Float Maxxi 2 Pro Masculino Adultos
Tênis Olympikus Dynamic Esportivo Masculino Original Ref -34,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$235,59",Tênis Olympikus Dynamic Esportivo Masculino Original Ref -34
Tênis Masculino Academia Caminhada Corrida Training Bylbow,BYLLBOW,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$70,95",Tênis Masculino Academia Caminhada Corrida Training Bylbow
Tênis Masculino Venum Olympikus *oferta*,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$149,99",Tênis Masculino Venum Olympikus *oferta*
Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$241,99",Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness
Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato,NEW BALANCE,images\Tênis-33-A-43-Original-Corrida-Treino-Macio-Leve-N_9c3fa724.webp,https://http2.mlstatic.com/D_Q_NP_2X_951459-MLB83902387837_042025-E-tnis-33-a-43-original-corrida-treino-macio-leve-novo-barato.webp,False,,"R$99,99",Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato
Tênis Asics Revelation Esportivo Corrida Original Envio Full,ASICS,images\Tênis-Asics-Revelation-Esportivo-Corrida-Original-_890a3cee.webp,https://http2.mlstatic.com/D_Q_NP_2X_656087-MLB83081442134_032025-E-tnis-asics-revelation-esportivo-corrida-original-envio-full.webp,False,,"R$99,90",Tênis Asics Revelation Esportivo Corrida Original Envio Full
Tênis De Corrida Masc/femi Charged Quicker Under Armour,UNDER ARMOUR,images\Tênis-De-Corrida-Mascfemi-Charged-Quicker-Under-Ar_57553503.webp,https://http2.mlstatic.com/D_Q_NP_2X_748885-MLB81900283592_012025-E-tnis-de-corrida-mascfemi-charged-quicker-under-armour.webp,False,,"R$293,99",Tênis De Corrida Masc/femi Charged Quicker Under Armour
Tênis Fila Recovery Masculino Preto 23,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$284,25",Tênis Fila Recovery Masculino Preto 23
Tênis Masculino Grand Court Base 2.0 adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$261,99",Tênis Masculino Grand Court Base 2.0 adidas
adidas Response Super Masculino Adultos,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$329,99",adidas Response Super Masculino Adultos
New Balance Fresh Foam Arishi V4 Masculino Adultos,NEW BALANCE,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$380,54",New Balance Fresh Foam Arishi V4 Masculino Adultos
Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top,OLDSEN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$78,90",Tênis Masculino Jaguar Oldsen Treino Corrida Promoção Top
Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$215,84",Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original
Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov
Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção
Tênis Olympikus Volcan 2 Esportivo Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$228,80",Tênis Olympikus Volcan 2 Esportivo Original
Tênis Olympikus Estilo Masculino Corrida,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$229,99",Tênis Olympikus Estilo Masculino Corrida
Tênis Fila Masculino Racer Curve 2 Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$301,71",Tênis Fila Masculino Racer Curve 2 Original
Kit 2 Pares Tenis Masculino Caminhada E Dia A Dia Estiloso,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$119,62",Kit 2 Pares Tenis Masculino Caminhada E Dia A Dia Estiloso
Tênis Masculino Ozion Esportivo Tamanho Especial 44 Ao 48,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$105,78",Tênis Masculino Ozion Esportivo Tamanho Especial 44 Ao 48
Tenis Masculino Casual Trabalho Confortável Barato Macio,SLIM,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$57,23",Tenis Masculino Casual Trabalho Confortável Barato Macio
Tenis Masculino Academia Corrida Casual Uso Diario Laranja,REIG,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$59,25",Tenis Masculino Academia Corrida Casual Uso Diario Laranja
Tênis Charged Slight 3 Under Armour Unissex Original,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$293,29",Tênis Charged Slight 3 Under Armour Unissex Original
Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$133,91",Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio
Tênis Masculino Olympikus Zex 2 Treino Caminhada Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$232,42",Tênis Masculino Olympikus Zex 2 Treino Caminhada Original
Tênis Masculino adidas Acelera Corrida Caminhada Macio Leve,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$274,99",Tênis Masculino adidas Acelera Corrida Caminhada Macio Leve
Tenis Olimp Masculino Academia Mega Fast Corrida Confortavel,ORIGINAL FEET,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$78,90",Tenis Olimp Masculino Academia Mega Fast Corrida Confortavel
Tênis Rainha Drive Iii Unissex Corrida Academia Original,RAINHA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$169,99",Tênis Rainha Drive Iii Unissex Corrida Academia Original
Tênis Masculino New Balance Fuelcell Rebel V4 Corrida,NEW BALANCE,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$899,91",Tênis Masculino New Balance Fuelcell Rebel V4 Corrida
Under Armour Charged Skyline 4 Masculino Adultos,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$279,99",Under Armour Charged Skyline 4 Masculino Adultos
Tênis Esportivo Para Academia E Atividades Físicas Conforto,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$58,90",Tênis Esportivo Para Academia E Atividades Físicas Conforto
Tênis Masculino Olympikus Dynamic Esportivo Casual Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,R$240,Tênis Masculino Olympikus Dynamic Esportivo Casual Original
Tênis Masculino Olympikus Proof 3 Do 44/48 Tamanho Especial,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$238,90",Tênis Masculino Olympikus Proof 3 Do 44/48 Tamanho Especial
