alt_text,brand,image_path,image_url,is_base64,link,price,title
Tênis Spritz  Fila Masculino Esporte Corrida Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$237,41",Tênis Spritz  Fila Masculino Esporte Corrida Original
Tenis Masculino Academia Corrida Casual Uso Diario Laranja,REIG,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$59,25",Tenis Masculino Academia Corrida Casual Uso Diario Laranja
Sapatilha Aquatica  Secarapido Sola Forte Confort,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$55,02",Sapatilha Aquatica  Secarapido Sola Forte Confort
Tênis Masculino Preto Para Caminhada De Academia Esportivo,NOG,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$66,71",Tênis Masculino Preto Para Caminhada De Academia Esportivo
Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$241,99",Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness
Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato,NEW BALANCE,images\Tênis-33-A-43-Original-Corrida-Treino-Macio-Leve-N_9c3fa724.webp,https://http2.mlstatic.com/D_Q_NP_2X_951459-MLB83902387837_042025-E-tnis-33-a-43-original-corrida-treino-macio-leve-novo-barato.webp,False,,"R$99,99",Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato
Tênis Asics Revelation Esportivo Corrida Original Envio Full,ASICS,images\Tênis-Asics-Revelation-Esportivo-Corrida-Original-_890a3cee.webp,https://http2.mlstatic.com/D_Q_NP_2X_656087-MLB83081442134_032025-E-tnis-asics-revelation-esportivo-corrida-original-envio-full.webp,False,,"R$99,90",Tênis Asics Revelation Esportivo Corrida Original Envio Full
Sapatilha Aquatica Neoprene Secarapido Sola Forte Confort,MOSCARDINI,images\Sapatilha-Aquatica-Neoprene-Secarapido-Sola-Forte-_02e25481.webp,https://http2.mlstatic.com/D_Q_NP_2X_888042-MLB84070938825_042025-E-sapatilha-aquatica-neoprene-secarapido-sola-forte-confort.webp,False,,"R$39,81",Sapatilha Aquatica Neoprene Secarapido Sola Forte Confort
Tênis Masculino Preto Esportivo Confortável Para Academia,NOG,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$63,19",Tênis Masculino Preto Esportivo Confortável Para Academia
New Balance 574 V2 Masculino Adultos Cor Cinza,NEW BALANCE,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$473,21",New Balance 574 V2 Masculino Adultos Cor Cinza
Tênis Masculino De Corrida Veloz 3 Tam 43 Olympikus,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$254,91",Tênis Masculino De Corrida Veloz 3 Tam 43 Olympikus
Tênis De Corrida Unissex Switch Move Forro Têxtil adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$179,99",Tênis De Corrida Unissex Switch Move Forro Têxtil adidas
Tênis De Corrida Masculino Luminus Cabedal Têxtil Olympikus,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$169,99",Tênis De Corrida Masculino Luminus Cabedal Têxtil Olympikus
Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$215,84",Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original
Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov
Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção
Tênis Flexfocus Lite Modern Running Unissex Puma,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$215,99",Tênis Flexfocus Lite Modern Running Unissex Puma
Sapatilha Aquática Neoprene Flexível Praia Natação + Relógio,YES BASIC,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$54,99",Sapatilha Aquática Neoprene Flexível Praia Natação + Relógio
Tenis Masculino Esportivo Run Ergonômico Premium Resistente,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$55,96",Tenis Masculino Esportivo Run Ergonômico Premium Resistente
Tênis Olympikus Masculino Orbita Conforto Caminhada Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$188,99",Tênis Olympikus Masculino Orbita Conforto Caminhada Original
Tênis Esportivo Masculino Feminino Academia Macio Novo Leve,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$71,44",Tênis Esportivo Masculino Feminino Academia Macio Novo Leve
Tênis Masculino Feminino Stillus Unissex Meia Gola Alta,STILLUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$54,94",Tênis Masculino Feminino Stillus Unissex Meia Gola Alta
Tenis Masculino Academia Corrida Casual Uso Diario Laranja,REIG,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$59,25",Tenis Masculino Academia Corrida Casual Uso Diario Laranja
Tênis Charged Slight 3 Under Armour Unissex Original,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$293,29",Tênis Charged Slight 3 Under Armour Unissex Original
Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$133,91",Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio
Tênis Masculino Actvitta Casual Esportivo Slip On,ACTVITTA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,R$169,Tênis Masculino Actvitta Casual Esportivo Slip On
Mizuno Running Wave Zest 2 Masculino Adultos,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$382,99",Mizuno Running Wave Zest 2 Masculino Adultos
Tênis Esportivo Ótima Qualidade Leve E Macio Ajuste Perfeito,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$65,94",Tênis Esportivo Ótima Qualidade Leve E Macio Ajuste Perfeito
Tênis Masculino Tribase Reps Under Armour,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$299,99",Tênis Masculino Tribase Reps Under Armour
Sapatilha Aquática Unissex Rio Pesca Praia Neoprene Flexível,YES BASIC,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$53,88",Sapatilha Aquática Unissex Rio Pesca Praia Neoprene Flexível
Tenis Masculino Casual Esportivo Conforto Academia Original,OLDSEN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,R$75,Tenis Masculino Casual Esportivo Conforto Academia Original
Tênis Masculino Olymp Olimp Space Caminhada Barato Promoção ,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$62,21",Tênis Masculino Olymp Olimp Space Caminhada Barato Promoção 
Tênis Masculino Skechers Ultra Flex 2.0,SKECHERS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,R$405,Tênis Masculino Skechers Ultra Flex 2.0
Tênis Charged Slight 3 Under Armour Unissex Original,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$293,29",Tênis Charged Slight 3 Under Armour Unissex Original
Tênis Esportivo Masculino Arch Fit Têxtil Skechers,SKECHERS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$549,99",Tênis Esportivo Masculino Arch Fit Têxtil Skechers
Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax ,OLDSEN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$75,04",Tenis Masculino Casual Macio Caminhada Treino Oldsen Bmax 
Tênis Para Crossfit - Mvp 4x4 All Black,MVP FITNESS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$408,07",Tênis Para Crossfit - Mvp 4x4 All Black
Tênis Branco Masculino Para Academia Esportivo Bf Shoes,BF SHOES,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$74,92",Tênis Branco Masculino Para Academia Esportivo Bf Shoes
Tênis Corrida Academia Caminhada Com Calce Fácil Lançamento,RYBOOL,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$78,24",Tênis Corrida Academia Caminhada Com Calce Fácil Lançamento
Tênis Masculino Corrida Olympikus Rua Preto Leve Original,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$232,42",Tênis Masculino Corrida Olympikus Rua Preto Leve Original
Tenis Olympikus Clic Esportivo Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$249,40",Tenis Olympikus Clic Esportivo Original
Tênis Fitt Shoes Run For Masculino Esportivo Adulto,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$45,56",Tênis Fitt Shoes Run For Masculino Esportivo Adulto
Tênis Masculino Meia S/ Cadarço Slip On Fácil Calça Academia,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$78,90",Tênis Masculino Meia S/ Cadarço Slip On Fácil Calça Academia
Tênis Esportivo Masculino Questar 3 adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$350,86",Tênis Esportivo Masculino Questar 3 adidas
Tenis Under Armour Charged Slight 3 Masculino Original,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$356,70",Tenis Under Armour Charged Slight 3 Masculino Original
Olympikus Treino ASFALTO Masculino Adultos,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$156,99",Olympikus Treino ASFALTO Masculino Adultos
Tênis Masculino Corrida Academia Caminhada Lynd- Grid 321,LYND,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$169,89",Tênis Masculino Corrida Academia Caminhada Lynd- Grid 321
Tênis Mizuno Cool Ride 3 Corrida Caminhada Academia Original,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$347,13",Tênis Mizuno Cool Ride 3 Corrida Caminhada Academia Original
Tênis De Corrida Masculino Runfalcon 5 Forro Têxtil adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$285,07",Tênis De Corrida Masculino Runfalcon 5 Forro Têxtil adidas
Tênis Fila Racer Speedzone Masculino,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$599,90",Tênis Fila Racer Speedzone Masculino
Tênis Masculino Esportivo Academia Caminhada Confortável,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$65,47",Tênis Masculino Esportivo Academia Caminhada Confortável
Tênis adidas Adizero Drive Rc Azul,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$899,90",Tênis adidas Adizero Drive Rc Azul
Tênis adidas Runfalcon 5.0 Black,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$423,35",Tênis adidas Runfalcon 5.0 Black
Tênis Lynd Gravit Flux Masculino Original Corrida Running,LYND,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$136,43",Tênis Lynd Gravit Flux Masculino Original Corrida Running
Tenis Olympikus Dynamic Masculino Esportivo Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,R$289,Tenis Olympikus Dynamic Masculino Esportivo Original
Tênis Esportivo Masculino E Feminino Giro Olympikus,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$189,99",Tênis Esportivo Masculino E Feminino Giro Olympikus
Tênis Esportivo Olimp Major Academia Super Leve Promoção,MAJOR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$78,90",Tênis Esportivo Olimp Major Academia Super Leve Promoção
Tênis Masculino Bountiful Skechers,SKECHERS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$209,99",Tênis Masculino Bountiful Skechers
Tênis Esportivo Masculino Response adidas,ADIDAS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$499,99",Tênis Esportivo Masculino Response adidas
New Balance 520v9 Fresh Foam Masculino M520V9,NEW BALANCE,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$467,49",New Balance 520v9 Fresh Foam Masculino M520V9
Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$241,99",Tênis Fila Ride 2 Masculino Corrida Casual Academia Fitness
Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato,NEW BALANCE,images\Tênis-33-A-43-Original-Corrida-Treino-Macio-Leve-N_9c3fa724.webp,https://http2.mlstatic.com/D_Q_NP_2X_951459-MLB83902387837_042025-E-tnis-33-a-43-original-corrida-treino-macio-leve-novo-barato.webp,False,,"R$99,99",Tênis 33 A 43 Original Corrida Treino Macio Leve Novo Barato
Tênis Asics Revelation Esportivo Corrida Original Envio Full,ASICS,images\Tênis-Asics-Revelation-Esportivo-Corrida-Original-_890a3cee.webp,https://http2.mlstatic.com/D_Q_NP_2X_656087-MLB83081442134_032025-E-tnis-asics-revelation-esportivo-corrida-original-envio-full.webp,False,,"R$99,90",Tênis Asics Revelation Esportivo Corrida Original Envio Full
New Balance 520v9 Fresh Foam Masculino M520V9,NEW BALANCE,images\New-Balance-520v9-Fresh-Foam-Masculino-M520V9_3d375c37.webp,https://http2.mlstatic.com/D_Q_NP_2X_993356-MLA83857164383_042025-E.webp,False,,"R$467,49",New Balance 520v9 Fresh Foam Masculino M520V9
Tênis Masculino E Feminino Corrida Pacer Under Armour Oferta,UNDER ARMOUR,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$227,27",Tênis Masculino E Feminino Corrida Pacer Under Armour Oferta
Tenis Olympikus Conex Masculino Casual Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$163,99",Tenis Olympikus Conex Masculino Casual Original
Tênis Casual Masculino Hawk 6 Cabedal Em Tecido Mizuno,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$288,99",Tênis Casual Masculino Hawk 6 Cabedal Em Tecido Mizuno
Tenis Fila Racer Comet Masculino Esportivo Mesh,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$299,90",Tenis Fila Racer Comet Masculino Esportivo Mesh
Tenis 4 Molas Masculino Corrida Caminhada Running Original,RAYCONN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$159,57",Tenis 4 Molas Masculino Corrida Caminhada Running Original
Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$215,84",Tenis Fila Efecto Masculino Caminhada Corrida Mesh Original
Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Envio Rápido Nov
Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$99,99",Tênis Puma 33 A 43 Academia Corrida Treino Macio Promoção
Tênis Olympikus Sagaz Leve Caminhada Treino Corrida Academia,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$197,79",Tênis Olympikus Sagaz Leve Caminhada Treino Corrida Academia
Tênis Olympikus Conex Esportivo Masculino Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$199,50",Tênis Olympikus Conex Esportivo Masculino Original
Tênis Masculino Olympikus Reverso 2 Corrida Conforto Leve,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$263,40",Tênis Masculino Olympikus Reverso 2 Corrida Conforto Leve
Tênis Fila Racer Speedzone Masculino Corrida Treino Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$599,90",Tênis Fila Racer Speedzone Masculino Corrida Treino Original
Tênis Masculino Esportivo Academia Corrida Anti Impacto,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$76,35",Tênis Masculino Esportivo Academia Corrida Anti Impacto
Tenis Olympikus Sagaz Masculino Macio Leve Confortavel,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$188,81",Tenis Olympikus Sagaz Masculino Macio Leve Confortavel
Tenis Masculino Academia Corrida Casual Uso Diario Laranja,REIG,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$59,25",Tenis Masculino Academia Corrida Casual Uso Diario Laranja
Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$133,91",Kit 2 Pares Tênis Masculino Para Academia Esportivo +relógio
Tenis Olympikus Rua Masculino Esportivo Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$249,20",Tenis Olympikus Rua Masculino Esportivo Original
Tênis Masculino Go Walk 7 The Cons Skechers,SKECHERS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$425,99",Tênis Masculino Go Walk 7 The Cons Skechers
Olympikus Subverse Masculino Adultos Cinza Escuro,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$239,20",Olympikus Subverse Masculino Adultos Cinza Escuro
Tênis Feminino Olympikus Circuito De Corrida Eleva+,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$329,19",Tênis Feminino Olympikus Circuito De Corrida Eleva+
Tênis Olympikus Veloz 2 Preto E Azul,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$249,50",Tênis Olympikus Veloz 2 Preto E Azul
Tênis De Corrida Masculino E Feminino Pride 3 Olympikus,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$262,49",Tênis De Corrida Masculino E Feminino Pride 3 Olympikus
Tênis Fila Masculino Racer Speedzone Corrida Oferta Original,FILA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$538,19",Tênis Fila Masculino Racer Speedzone Corrida Oferta Original
Tênis Masculino Esportivo Ozion Para Academia E Corrida,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$109,90",Tênis Masculino Esportivo Ozion Para Academia E Corrida
Tênis De Corrida Masculino Wave Way 5 Em Tecido Knit Mizuno,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$335,99",Tênis De Corrida Masculino Wave Way 5 Em Tecido Knit Mizuno
Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43,OLDSEN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$74,95",Tenis Unissex Infantil Jaguar Corrida Academia Treino 34-43
Tênis De Corrida Masculino Voa 2 Olympikus,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$216,99",Tênis De Corrida Masculino Voa 2 Olympikus
Tenis Olympikus Soma Esportivo Original,OLYMPIKUS,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$199,50",Tenis Olympikus Soma Esportivo Original
Tenis Academia Corrida Original Caminhada Evoltenn Crossfit,EVOLTENN,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$61,54",Tenis Academia Corrida Original Caminhada Evoltenn Crossfit
Tênis De Corrida Masculino Wave Zest 2 Mizuno,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$359,99",Tênis De Corrida Masculino Wave Zest 2 Mizuno
Tênis De Corrida Puma Darter Pro Masculino  Original Running,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$299,99",Tênis De Corrida Puma Darter Pro Masculino  Original Running
Tênis Número Especial Esportivo Corrida E Academia 44-48,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$105,78",Tênis Número Especial Esportivo Corrida E Academia 44-48
Tênis Masculino Academia Treino Esportivo New + Relógio,,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$131,94",Tênis Masculino Academia Treino Esportivo New + Relógio
Tênis Trail Running Para Corrida Trilha Montanhismo,GERAL,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$173,03",Tênis Trail Running Para Corrida Trilha Montanhismo
Tênis Mizuno Jet Caminhada Academia Corrida | Original,MIZUNO,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$295,71",Tênis Mizuno Jet Caminhada Academia Corrida | Original
Tênis Masculino E Feminino St Runner V4 Mesh Puma,PUMA,,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",True,,"R$322,21",Tênis Masculino E Feminino St Runner V4 Mesh Puma
